FLIGHT_DATE,FLIGHT_MONTH,FLIGHT_TIME,TIME_OF_DAY,AIRLINE_CD,FLIGHT_NO,DEPARTURE_STATION_NAME,DEPARTURE_STATION_CD,DEPARTURE_STATION_GEO_LOCATION,ARRIVAL_STATION_NAME,ARRIVAL_STATION_CD,ARRIVAL_STATION_GEO_LOCATION,ARRIVAL_COUNTRY,ARRIVAL_REGION,HAUL,AIRCRAFT_TYPE,AIRCRAFT_NAME,FIRST_CLASS_SEATS,BUSINESS_CLASS_SEATS,ECONOMY_SEATS,TIER1_ELIGIBLE_PAX,TIER2_ELIGIBLE_PAX,TIER3_ELIGIBLE_PAX
10-07-2025,July,06:15,Morning,BA,BA8938,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,0,48,224,2,15,51
15-08-2025,August,06:15,Morning,BA,BA4497,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B787,Boeing 787,8,42,166,1,11,40
03-04-2025,April,06:15,Morning,BA,BA5446,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,6,174,1,1,10
16-07-2025,July,06:15,Morning,BA,BA8267,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,19,161,0,9,34
17-07-2025,July,06:15,Morning,BA,BA6396,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,14,166,0,10,35
29-08-2025,August,06:15,Morning,BA,BA9567,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,5,175,0,3,18
14-09-2025,September,06:15,Morning,BA,BA8425,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,0,31,173,0,1,12
03-09-2025,September,06:16,Morning,BA,BA7161,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,8,48,200,1,10,36
27-06-2025,June,06:16,Morning,BA,BA3684,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,19,161,0,8,30
30-08-2025,August,06:16,Morning,BA,BA7829,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,0,32,300,0,15,51
23-05-2025,May,06:16,Morning,BA,BA7799,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,A380,Airbus 380,14,97,358,1,0,5
24-05-2025,May,06:16,Morning,BA,BA2671,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,17,163,2,7,29
01-07-2025,July,06:16,Morning,BA,BA6514,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,A380,Airbus 380,14,97,358,1,2,14
01-09-2025,September,06:16,Morning,BA,BA8266,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,9,171,0,16,55
28-04-2025,April,06:16,Morning,BA,BA6360,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,15,165,1,9,33
28-08-2025,August,06:16,Morning,BA,BA8148,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,0,35,179,1,16,54
13-05-2025,May,06:17,Morning,BA,BA2377,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,9,171,1,0,6
12-08-2025,August,06:17,Morning,BA,BA4327,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,8,49,178,1,15,52
24-05-2025,May,06:17,Morning,BA,BA4761,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,4,176,0,12,41
11-06-2025,June,06:17,Morning,BA,BA4504,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B787,Boeing 787,8,48,200,0,11,40
05-08-2025,August,06:17,Morning,BA,BA1354,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,0,35,179,0,0,6
17-08-2025,August,06:17,Morning,BA,BA5944,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,18,162,1,13,45
30-05-2025,May,06:17,Morning,BA,BA6217,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,5,175,1,5,21
15-10-2025,October,06:17,Morning,BA,BA1309,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,8,172,0,6,26
26-06-2025,June,06:17,Morning,BA,BA1731,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,17,163,0,10,36
26-09-2025,September,06:17,Morning,BA,BA1390,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,12,168,0,8,31
10-05-2025,May,06:18,Morning,BA,BA6011,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,8,48,200,0,6,27
03-05-2025,May,06:18,Morning,BA,BA2634,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,13,167,0,8,31
11-05-2025,May,06:18,Morning,BA,BA9672,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,11,169,1,6,24
08-05-2025,May,06:18,Morning,BA,BA2569,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,13,167,2,9,33
17-06-2025,June,06:18,Morning,BA,BA3019,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,32,300,0,3,17
21-05-2025,May,06:18,Morning,BA,BA9584,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,4,176,2,8,31
21-04-2025,April,06:18,Morning,BA,BA1648,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,4,176,0,9,33
04-10-2025,October,06:19,Morning,BA,BA7215,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,5,175,0,5,22
09-05-2025,May,06:19,Morning,BA,BA7618,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,13,167,1,12,42
21-05-2025,May,06:19,Morning,BA,BA6723,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,4,176,2,17,57
07-04-2025,April,06:19,Morning,BA,BA5467,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,12,168,2,12,41
12-08-2025,August,06:19,Morning,BA,BA1475,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,8,49,178,2,9,33
11-04-2025,April,06:19,Morning,BA,BA1398,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,8,49,178,3,6,27
11-09-2025,September,06:19,Morning,BA,BA5142,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,11,169,0,13,44
22-09-2025,September,06:19,Morning,BA,BA7650,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,2,178,0,9,35
01-06-2025,June,06:20,Morning,BA,BA4172,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,A380,Airbus 380,14,97,358,0,16,53
15-07-2025,July,06:20,Morning,BA,BA4465,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,20,160,2,11,41
30-04-2025,April,06:20,Morning,BA,BA8047,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,0,32,300,0,0,0
03-09-2025,September,06:20,Morning,BA,BA4666,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,8,49,178,1,4,21
17-07-2025,July,06:20,Morning,BA,BA5128,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,19,161,0,15,50
11-05-2025,May,06:20,Morning,BA,BA2842,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,5,175,0,2,13
01-04-2025,April,06:20,Morning,BA,BA2415,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,16,164,0,5,23
05-05-2025,May,06:20,Morning,BA,BA3968,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B787,Boeing 787,0,35,179,2,9,34
13-08-2025,August,06:21,Morning,BA,BA2044,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,A380,Airbus 380,14,97,358,0,12,43
13-05-2025,May,06:21,Morning,BA,BA2472,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,0,35,179,3,0,8
26-04-2025,April,06:21,Morning,BA,BA9669,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B787,Boeing 787,8,42,166,1,3,18
08-07-2025,July,06:21,Morning,BA,BA2327,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,0,31,173,0,8,31
06-05-2025,May,06:21,Morning,BA,BA6256,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,3,177,1,10,37
30-07-2025,July,06:21,Morning,BA,BA6983,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,0,180,0,10,38
12-04-2025,April,06:21,Morning,BA,BA4078,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,0,31,173,0,0,6
27-07-2025,July,06:21,Morning,BA,BA1116,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,15,165,0,16,53
26-07-2025,July,06:21,Morning,BA,BA9682,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,5,175,0,3,16
02-09-2025,September,06:21,Morning,BA,BA8942,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,14,166,0,2,14
12-09-2025,September,06:21,Morning,BA,BA4291,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B787,Boeing 787,0,35,179,2,9,34
04-04-2025,April,06:22,Morning,BA,BA3294,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,0,32,300,2,7,29
04-09-2025,September,06:22,Morning,BA,BA6480,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,8,49,178,1,5,23
18-09-2025,September,06:22,Morning,BA,BA8668,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,6,174,0,4,19
04-06-2025,June,06:22,Morning,BA,BA7600,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B787,Boeing 787,8,42,166,0,14,49
12-10-2025,October,06:22,Morning,BA,BA2650,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,4,176,0,11,39
02-09-2025,September,06:22,Morning,BA,BA4408,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,0,31,173,1,6,25
25-09-2025,September,06:22,Morning,BA,BA2760,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,0,32,300,3,19,62
05-08-2025,August,06:22,Morning,BA,BA3427,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,17,163,0,12,43
18-08-2025,August,06:22,Morning,BA,BA5400,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,0,31,173,1,15,50
18-07-2025,July,06:22,Morning,BA,BA2759,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,10,170,1,5,21
07-10-2025,October,06:22,Morning,BA,BA7555,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,18,162,0,27,85
19-10-2025,October,06:22,Morning,BA,BA5648,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,15,165,0,6,26
13-10-2025,October,06:22,Morning,BA,BA1359,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,19,161,0,15,50
13-04-2025,April,06:22,Morning,BA,BA2965,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,8,49,178,1,3,17
10-08-2025,August,06:22,Morning,BA,BA7529,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,7,173,0,6,25
10-05-2025,May,06:22,Morning,BA,BA1548,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,2,178,0,12,42
06-10-2025,October,06:22,Morning,BA,BA6971,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,2,178,0,8,30
22-05-2025,May,06:23,Morning,BA,BA7992,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,8,48,200,1,0,0
27-04-2025,April,06:23,Morning,BA,BA9333,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,9,171,0,4,19
19-04-2025,April,06:23,Morning,BA,BA3491,London Heathrow Airport,LHR,London,Dubai International Airport,DXB,Dubai,UAE,Middle East,LONG,B777,Boeing 777,0,48,224,0,13,44
28-04-2025,April,06:23,Morning,BA,BA2322,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,8,48,200,2,9,33
29-10-2025,October,06:23,Morning,BA,BA8303,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,13,167,0,15,52
09-10-2025,October,06:23,Morning,BA,BA4522,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B777,Boeing 777,8,49,178,0,14,47
25-09-2025,September,06:23,Morning,BA,BA4404,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,17,163,2,10,37
08-04-2025,April,06:23,Morning,BA,BA4882,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,17,163,1,3,16
29-08-2025,August,06:23,Morning,BA,BA1181,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,1,179,0,8,32
25-07-2025,July,06:23,Morning,BA,BA1215,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,11,169,0,7,27
22-10-2025,October,06:23,Morning,BA,BA8539,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,14,166,1,3,16
06-09-2025,September,06:23,Morning,BA,BA1113,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B787,Boeing 787,8,48,200,0,2,15
07-04-2025,April,06:23,Morning,BA,BA4607,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,6,174,1,8,32
12-10-2025,October,06:24,Morning,BA,BA8306,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,3,177,1,0,6
12-09-2025,September,06:24,Morning,BA,BA3216,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,8,49,178,1,11,40
19-08-2025,August,06:24,Morning,BA,BA7753,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B787,Boeing 787,8,42,166,0,0,2
26-07-2025,July,06:24,Morning,BA,BA5388,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,0,35,179,1,3,16
21-06-2025,June,06:24,Morning,BA,BA4026,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,A350,Airbus 350,0,56,275,3,0,8
24-05-2025,May,06:24,Morning,BA,BA4970,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,4,176,0,16,53
30-05-2025,May,06:24,Morning,BA,BA6207,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,9,171,0,12,44
19-07-2025,July,06:24,Morning,BA,BA2846,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,7,173,3,4,20
22-06-2025,June,06:25,Morning,BA,BA4218,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,1,179,1,6,26
22-09-2025,September,06:25,Morning,BA,BA6292,London Heathrow Airport,LHR,London,O'Hare International Airport,ORD,Chicago,USA,North America,LONG,B777,Boeing 777,0,32,304,0,5,23
11-04-2025,April,06:25,Morning,BA,BA7061,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,6,174,0,2,13
07-10-2025,October,06:25,Morning,BA,BA9049,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,17,163,0,9,33
08-10-2025,October,06:25,Morning,BA,BA1969,London Heathrow Airport,LHR,London,Charles de Gaulle Airport,CDG,Paris,France,Europe,SHORT,A320,Airbus 320,0,11,169,0,15,51
05-04-2025,April,06:25,Morning,BA,BA5083,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,11,169,3,4,21
02-06-2025,June,06:25,Morning,BA,BA2090,London Heathrow Airport,LHR,London,Zurich Airport,ZRH,Zurich,Switzerland,Europe,SHORT,A320,Airbus 320,0,17,163,0,10,35
21-06-2025,June,06:25,Morning,BA,BA2138,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,20,160,0,21,68
21-04-2025,April,06:25,Morning,BA,BA5614,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B777,Boeing 777,8,49,178,0,5,22
08-08-2025,August,06:25,Morning,BA,BA6719,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,11,169,1,0,0
16-08-2025,August,06:25,Morning,BA,BA1523,London Heathrow Airport,LHR,London,Frankfurt Airport,FRA,Frankfurt,Germany,Europe,SHORT,A320,Airbus 320,0,14,166,0,9,34
02-06-2025,June,06:26,Morning,BA,BA9843,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B787,Boeing 787,8,42,166,1,8,31
17-06-2025,June,06:26,Morning,BA,BA7834,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,14,166,0,6,25
11-09-2025,September,06:26,Morning,BA,BA1549,London Heathrow Airport,LHR,London,Josep Tarradellas Barcelona-El Part Airport,BCN,Barcelona,Spain,Europe,SHORT,A320,Airbus 320,0,8,172,0,7,29
25-09-2025,September,06:26,Morning,BA,BA4144,London Heathrow Airport,LHR,London,Istanbul Airport,IST,Istanbul,Turkey,Europe,SHORT,A320,Airbus 320,0,19,161,0,7,27
23-06-2025,June,06:26,Morning,BA,BA1096,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,15,165,5,4,21
12-07-2025,July,06:27,Morning,BA,BA9993,London Heathrow Airport,LHR,London,Vienna International Airport,VIE,Vienna,Austria,Europe,SHORT,A320,Airbus 320,0,11,169,0,2,14
08-08-2025,August,06:27,Morning,BA,BA9739,London Heathrow Airport,LHR,London,Amsterdam Airport Schiphol,AMS,Amsterdam,Netherlands,Europe,SHORT,A320,Airbus 320,0,5,175,1,5,23
24-05-2025,May,06:27,Morning,BA,BA6073,London Heathrow Airport,LHR,London,Haneda Airport (Tokyo International Airport),HND,Tokyo,Japan,Asia,LONG,B787,Boeing 787,8,42,166,0,15,50
06-05-2025,May,06:27,Morning,BA,BA1657,London Heathrow Airport,LHR,London,John F. Kennedy International Airport,JFK,New York City,USA,North America,LONG,B777,Boeing 777,0,32,300,1,0,0
22-05-2025,May,06:27,Morning,BA,BA7802,London Heathrow Airport,LHR,London,Dallas/Fort Worth International Airport,DFW,Dallas,USA,North America,LONG,B777,Boeing 777,8,49,178,0,10,38
28-07-2025,July,06:27,Morning,BA,BA4064,London Heathrow Airport,LHR,London,Los Angeles International Airport,LAX,Los Angeles,USA,North America,LONG,B787,Boeing 787,8,48,200,1,7,28
11-08-2025,August,06:27,Morning,BA,BA6628,London Heathrow Airport,LHR,London,Adolfo Suárez Madrid–Barajas Airport,MAD,Madrid,Spain,Europe,SHORT,A320,Airbus 320,0,12,168,1,18,61
19-08-2025,August,06:27,Morning,BA,BA7918,London Heathrow Airport,LHR,London,Munich Airport,MUC,Munich,Germany,Europe,SHORT,A320,Airbus 320,0,1,179,1,12,44
